sample	condition	sample	unit	fq1	fq2
sample_M89	R_3	sample_M89	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E11-M89_S748-S553_L3_L003_ds.05c362eba20640578535346c22b8bbe5/M89_S393_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E11-M89_S748-S553_L3_L003_ds.05c362eba20640578535346c22b8bbe5/M89_S393_L003_R2_001.fastq.gz
sample_M9	F_21	sample_M9	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D9-M9_P7140-P5162_L1_L001_ds.efe6777e485c4a409a8c06ce8bd30f7c/M9_S48_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D9-M9_P7140-P5162_L1_L001_ds.efe6777e485c4a409a8c06ce8bd30f7c/M9_S48_L001_R2_001.fastq.gz
sample_M9	F_21	sample_M9	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D9-M9_P7140-P5162_L2_L002_ds.dac7346e6e9841f8a8f8337936f72cb5/M9_S183_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D9-M9_P7140-P5162_L2_L002_ds.dac7346e6e9841f8a8f8337936f72cb5/M9_S183_L002_R2_001.fastq.gz
sample_M9	F_21	sample_M9	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D9-M9_P7140-P5162_L3_L003_ds.50f93b909bd34f3aa3941879101064e8/M9_S318_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D9-M9_P7140-P5162_L3_L003_ds.50f93b909bd34f3aa3941879101064e8/M9_S318_L003_R2_001.fastq.gz
sample_M90	C_14	sample_M90	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D11-M90_S718-S515_L1_L001_ds.2b3fcb340c684b32a71dcd0aaf9cfd37/M90_S124_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D11-M90_S718-S515_L1_L001_ds.2b3fcb340c684b32a71dcd0aaf9cfd37/M90_S124_L001_R2_001.fastq.gz
sample_M90	C_14	sample_M90	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D11-M90_S718-S515_L2_L002_ds.fd8ea78a0f7b4964a327463070358af3/M90_S259_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D11-M90_S718-S515_L2_L002_ds.fd8ea78a0f7b4964a327463070358af3/M90_S259_L002_R2_001.fastq.gz
sample_M90	C_14	sample_M90	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D11-M90_S718-S515_L3_L003_ds.5402b2f517d04639b66ee4d4fbf039fd/M90_S394_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D11-M90_S718-S515_L3_L003_ds.5402b2f517d04639b66ee4d4fbf039fd/M90_S394_L003_R2_001.fastq.gz
sample_M91	R_1	sample_M91	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C11-M91_S785-S504_L1_L001_ds.00991a9e6bce46be9c7d3ae881971355/M91_S125_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C11-M91_S785-S504_L1_L001_ds.00991a9e6bce46be9c7d3ae881971355/M91_S125_L001_R2_001.fastq.gz
sample_M91	R_1	sample_M91	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C11-M91_S785-S504_L2_L002_ds.eaec2a2318b84bc9afcc75b836bb8f59/M91_S260_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C11-M91_S785-S504_L2_L002_ds.eaec2a2318b84bc9afcc75b836bb8f59/M91_S260_L002_R2_001.fastq.gz
sample_M91	R_1	sample_M91	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C11-M91_S785-S504_L3_L003_ds.e878efd67a4442609093791f4263900b/M91_S395_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C11-M91_S785-S504_L3_L003_ds.e878efd67a4442609093791f4263900b/M91_S395_L003_R2_001.fastq.gz
sample_M93	R_1	sample_M93	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B11-M93_S744-S552_L1_L001_ds.582a5860953647eca69605db930d43a5/M93_S126_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B11-M93_S744-S552_L1_L001_ds.582a5860953647eca69605db930d43a5/M93_S126_L001_R2_001.fastq.gz
sample_M93	R_1	sample_M93	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B11-M93_S744-S552_L2_L002_ds.8b5d9af806974a559d7e523275c8cf0f/M93_S261_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B11-M93_S744-S552_L2_L002_ds.8b5d9af806974a559d7e523275c8cf0f/M93_S261_L002_R2_001.fastq.gz
sample_M93	R_1	sample_M93	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B11-M93_S744-S552_L3_L003_ds.a96d111e9c9842c08989109a244f0872/M93_S396_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B11-M93_S744-S552_L3_L003_ds.a96d111e9c9842c08989109a244f0872/M93_S396_L003_R2_001.fastq.gz
sample_M94	C_14	sample_M94	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A11-M94_S719-S569_L1_L001_ds.4ad61b793214434399d42bbbc3f57ff2/M94_S127_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A11-M94_S719-S569_L1_L001_ds.4ad61b793214434399d42bbbc3f57ff2/M94_S127_L001_R2_001.fastq.gz
sample_M94	C_14	sample_M94	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A11-M94_S719-S569_L2_L002_ds.55af5a9d03a0476f899a86a797b9e46a/M94_S262_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A11-M94_S719-S569_L2_L002_ds.55af5a9d03a0476f899a86a797b9e46a/M94_S262_L002_R2_001.fastq.gz
sample_M94	C_14	sample_M94	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A11-M94_S719-S569_L3_L003_ds.9495370f075a4cd89efcb45eb4acac5e/M94_S397_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A11-M94_S719-S569_L3_L003_ds.9495370f075a4cd89efcb45eb4acac5e/M94_S397_L003_R2_001.fastq.gz
sample_M95	R_7	sample_M95	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A9-M95_P7112-P5110_L1_L001_ds.db566f3ecbf44fd0a3c90420d121f06a/M95_S128_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A9-M95_P7112-P5110_L1_L001_ds.db566f3ecbf44fd0a3c90420d121f06a/M95_S128_L001_R2_001.fastq.gz
sample_M95	R_7	sample_M95	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A9-M95_P7112-P5110_L2_L002_ds.fee7e3e0ce464740b2d86411c49981e6/M95_S263_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A9-M95_P7112-P5110_L2_L002_ds.fee7e3e0ce464740b2d86411c49981e6/M95_S263_L002_R2_001.fastq.gz
sample_M95	R_7	sample_M95	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A9-M95_P7112-P5110_L3_L003_ds.e05a750a3dfd4b6885f238a4579f232b/M95_S398_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A9-M95_P7112-P5110_L3_L003_ds.e05a750a3dfd4b6885f238a4579f232b/M95_S398_L003_R2_001.fastq.gz
